auc,pauc,pr_auc,precision,recall,f1,accuracy,specificity,true_positive_rate,false_positive_rate,true_negative_rate,false_negative_rate,official_score,auc_jackknife,auc_ci95,pauc_jackknife,pauc_ci95,official_score_ci95
0.8333333333333334,0.7368421052631579,0.8166666666666667,0.5,0.5,0.5,0.6,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.5,0.782122905027933,0.8333333333333337,0.03821120007108491,0.7368421052631582,0.04183373719230055,0.04002246863169273
