auc,pauc,pr_auc,precision,recall,f1,accuracy,specificity,true_positive_rate,false_positive_rate,true_negative_rate,false_negative_rate,official_score,auc_jackknife,auc_ci95,pauc_jackknife,pauc_ci95,official_score_ci95
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
